graph,method,metric,value,timestamp,database,subset,min_cov_ignored,run_id
$S_\text{Off-2}$,edge-left,$\mu_1$: NodeCount,2016523.0,2026-04-28 21:33:52.708815697,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-2}$,edge-left,$\mu_2$: EdgeCount,3339267.0,2026-04-28 21:33:52.708815697,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-2}$,edge-left,$\mu_3$: AvgNodePropCount,9.86189297121828,2026-04-28 21:33:52.708815697,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-2}$,edge-left,$\mu_4$: AvgEdgePropCount,3.2509934066368458,2026-04-28 21:33:52.708815697,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,denormalized,$\mu_1$: NodeCount,2016523.0,2026-04-28 21:41:06.260741873,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,denormalized,$\mu_2$: EdgeCount,3339267.0,2026-04-28 21:41:06.260741873,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,denormalized,$\mu_3$: AvgNodePropCount,9.86189297121828,2026-04-28 21:41:06.260741873,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,denormalized,$\mu_4$: AvgEdgePropCount,3.2509934066368458,2026-04-28 21:41:06.260741873,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,all,$\mu_1$: NodeCount,2017388.0,2026-04-28 21:41:29.142772862,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,all,$\mu_2$: EdgeCount,4367058.0,2026-04-28 21:41:29.142772862,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,all,$\mu_3$: AvgNodePropCount,9.009411674898432,2026-04-28 21:41:29.142772862,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,all,$\mu_4$: AvgEdgePropCount,2.485869205309387,2026-04-28 21:41:29.142772862,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,denormalized,$\mu_1$: NodeCount,2016523.0,2026-04-28 21:48:13.116841375,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,denormalized,$\mu_2$: EdgeCount,3339267.0,2026-04-28 21:48:13.116841375,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,denormalized,$\mu_3$: AvgNodePropCount,9.86189297121828,2026-04-28 21:48:13.116841375,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,denormalized,$\mu_4$: AvgEdgePropCount,3.2509934066368458,2026-04-28 21:48:13.116841375,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,node-left,$\mu_1$: NodeCount,2017388.0,2026-04-28 21:48:37.135353411,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,node-left,$\mu_2$: EdgeCount,4367058.0,2026-04-28 21:48:37.135353411,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,node-left,$\mu_3$: AvgNodePropCount,9.009411674898432,2026-04-28 21:48:37.135353411,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,node-left,$\mu_4$: AvgEdgePropCount,2.485869205309387,2026-04-28 21:48:37.135353411,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,denormalized,$\mu_1$: NodeCount,2016523.0,2026-04-28 21:55:33.741646154,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,denormalized,$\mu_2$: EdgeCount,3339267.0,2026-04-28 21:55:33.741646154,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,denormalized,$\mu_3$: AvgNodePropCount,9.86189297121828,2026-04-28 21:55:33.741646154,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,denormalized,$\mu_4$: AvgEdgePropCount,3.2509934066368458,2026-04-28 21:55:33.741646154,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,edge-left,$\mu_1$: NodeCount,2016523.0,2026-04-28 21:55:33.743378900,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,edge-left,$\mu_2$: EdgeCount,3339267.0,2026-04-28 21:55:33.743378900,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,edge-left,$\mu_3$: AvgNodePropCount,9.86189297121828,2026-04-28 21:55:33.743378900,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Off-3}$,edge-left,$\mu_4$: AvgEdgePropCount,3.2509934066368458,2026-04-28 21:55:33.743378900,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,denormalized,$\mu_1$: NodeCount,4.0,2026-04-28 21:55:54.751296169,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,denormalized,$\mu_2$: EdgeCount,3.0,2026-04-28 21:55:54.751296169,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,denormalized,$\mu_3$: AvgNodePropCount,1.25,2026-04-28 21:55:54.751296169,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,denormalized,$\mu_4$: AvgEdgePropCount,2.0,2026-04-28 21:55:54.751296169,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,all,$\mu_1$: NodeCount,4.0,2026-04-28 21:55:54.760055952,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,all,$\mu_2$: EdgeCount,3.0,2026-04-28 21:55:54.760055952,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,all,$\mu_3$: AvgNodePropCount,1.5,2026-04-28 21:55:54.760055952,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,all,$\mu_4$: AvgEdgePropCount,1.0,2026-04-28 21:55:54.760055952,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,denormalized,$\mu_1$: NodeCount,4.0,2026-04-28 21:55:55.202682676,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,denormalized,$\mu_2$: EdgeCount,3.0,2026-04-28 21:55:55.202682676,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,denormalized,$\mu_3$: AvgNodePropCount,1.25,2026-04-28 21:55:55.202682676,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,denormalized,$\mu_4$: AvgEdgePropCount,2.0,2026-04-28 21:55:55.202682676,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,node-left,$\mu_1$: NodeCount,4.0,2026-04-28 21:55:55.211141968,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,node-left,$\mu_2$: EdgeCount,3.0,2026-04-28 21:55:55.211141968,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,node-left,$\mu_3$: AvgNodePropCount,1.5,2026-04-28 21:55:55.211141968,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,node-left,$\mu_4$: AvgEdgePropCount,1.0,2026-04-28 21:55:55.211141968,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,denormalized,$\mu_1$: NodeCount,4.0,2026-04-28 21:55:55.863179267,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,denormalized,$\mu_2$: EdgeCount,3.0,2026-04-28 21:55:55.863179267,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,denormalized,$\mu_3$: AvgNodePropCount,1.25,2026-04-28 21:55:55.863179267,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,denormalized,$\mu_4$: AvgEdgePropCount,2.0,2026-04-28 21:55:55.863179267,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,edge-left,$\mu_1$: NodeCount,4.0,2026-04-28 21:55:55.864049241,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,edge-left,$\mu_2$: EdgeCount,3.0,2026-04-28 21:55:55.864049241,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,edge-left,$\mu_3$: AvgNodePropCount,1.25,2026-04-28 21:55:55.864049241,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-1}$,edge-left,$\mu_4$: AvgEdgePropCount,2.0,2026-04-28 21:55:55.864049241,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,denormalized,$\mu_1$: NodeCount,4.0,2026-04-28 21:55:56.597976057,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,denormalized,$\mu_2$: EdgeCount,3.0,2026-04-28 21:55:56.597976057,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,denormalized,$\mu_3$: AvgNodePropCount,1.25,2026-04-28 21:55:56.597976057,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,denormalized,$\mu_4$: AvgEdgePropCount,2.0,2026-04-28 21:55:56.597976057,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,all,$\mu_1$: NodeCount,5.0,2026-04-28 21:55:56.607255699,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,all,$\mu_2$: EdgeCount,4.0,2026-04-28 21:55:56.607255699,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,all,$\mu_3$: AvgNodePropCount,1.2,2026-04-28 21:55:56.607255699,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,all,$\mu_4$: AvgEdgePropCount,0.75,2026-04-28 21:55:56.607255699,memgraph,all,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,denormalized,$\mu_1$: NodeCount,4.0,2026-04-28 21:55:57.298347905,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,denormalized,$\mu_2$: EdgeCount,3.0,2026-04-28 21:55:57.298347905,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,denormalized,$\mu_3$: AvgNodePropCount,1.25,2026-04-28 21:55:57.298347905,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,denormalized,$\mu_4$: AvgEdgePropCount,2.0,2026-04-28 21:55:57.298347905,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,node-left,$\mu_1$: NodeCount,5.0,2026-04-28 21:55:57.311441601,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,node-left,$\mu_2$: EdgeCount,4.0,2026-04-28 21:55:57.311441601,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,node-left,$\mu_3$: AvgNodePropCount,1.2,2026-04-28 21:55:57.311441601,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,node-left,$\mu_4$: AvgEdgePropCount,0.75,2026-04-28 21:55:57.311441601,memgraph,node-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,denormalized,$\mu_1$: NodeCount,4.0,2026-04-28 21:55:57.938742803,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,denormalized,$\mu_2$: EdgeCount,3.0,2026-04-28 21:55:57.938742803,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,denormalized,$\mu_3$: AvgNodePropCount,1.25,2026-04-28 21:55:57.938742803,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,denormalized,$\mu_4$: AvgEdgePropCount,2.0,2026-04-28 21:55:57.938742803,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,edge-left,$\mu_1$: NodeCount,4.0,2026-04-28 21:55:57.940431403,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,edge-left,$\mu_2$: EdgeCount,3.0,2026-04-28 21:55:57.940431403,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,edge-left,$\mu_3$: AvgNodePropCount,1.25,2026-04-28 21:55:57.940431403,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{Uni-2}$,edge-left,$\mu_4$: AvgEdgePropCount,2.0,2026-04-28 21:55:57.940431403,memgraph,edge-left,False,a5ee306f-5a06-4e55-9849-3ab736a59b11
$S_\text{No-1}$,denormalized,$\mu_1$: NodeCount,3.0,2026-05-01 15:32:30.313195117,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,denormalized,$\mu_2$: EdgeCount,2.0,2026-05-01 15:32:30.313195117,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,denormalized,$\mu_3$: AvgNodePropCount,3.3333333333333335,2026-05-01 15:32:30.313195117,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,denormalized,$\mu_4$: AvgEdgePropCount,0.0,2026-05-01 15:32:30.313195117,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,all,$\mu_1$: NodeCount,6.0,2026-05-01 15:32:30.336491883,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,all,$\mu_2$: EdgeCount,6.0,2026-05-01 15:32:30.336491883,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,all,$\mu_3$: AvgNodePropCount,1.6666666666666667,2026-05-01 15:32:30.336491883,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,all,$\mu_4$: AvgEdgePropCount,0.0,2026-05-01 15:32:30.336491883,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,denormalized,$\mu_1$: NodeCount,3.0,2026-05-01 15:32:30.976264119,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,denormalized,$\mu_2$: EdgeCount,2.0,2026-05-01 15:32:30.976264119,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,denormalized,$\mu_3$: AvgNodePropCount,3.3333333333333335,2026-05-01 15:32:30.976264119,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,denormalized,$\mu_4$: AvgEdgePropCount,0.0,2026-05-01 15:32:30.976264119,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,node-left,$\mu_1$: NodeCount,6.0,2026-05-01 15:32:31.001378167,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,node-left,$\mu_2$: EdgeCount,6.0,2026-05-01 15:32:31.001378167,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,node-left,$\mu_3$: AvgNodePropCount,1.6666666666666667,2026-05-01 15:32:31.001378167,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,node-left,$\mu_4$: AvgEdgePropCount,0.0,2026-05-01 15:32:31.001378167,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,denormalized,$\mu_1$: NodeCount,3.0,2026-05-01 15:32:31.633279944,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,denormalized,$\mu_2$: EdgeCount,2.0,2026-05-01 15:32:31.633279944,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,denormalized,$\mu_3$: AvgNodePropCount,3.3333333333333335,2026-05-01 15:32:31.633279944,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,denormalized,$\mu_4$: AvgEdgePropCount,0.0,2026-05-01 15:32:31.633279944,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,edge-left,$\mu_1$: NodeCount,3.0,2026-05-01 15:32:31.634717297,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,edge-left,$\mu_2$: EdgeCount,2.0,2026-05-01 15:32:31.634717297,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,edge-left,$\mu_3$: AvgNodePropCount,3.3333333333333335,2026-05-01 15:32:31.634717297,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-1}$,edge-left,$\mu_4$: AvgEdgePropCount,0.0,2026-05-01 15:32:31.634717297,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,denormalized,$\mu_1$: NodeCount,3.0,2026-05-01 15:32:32.282676536,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,denormalized,$\mu_2$: EdgeCount,2.0,2026-05-01 15:32:32.282676536,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,denormalized,$\mu_3$: AvgNodePropCount,3.3333333333333335,2026-05-01 15:32:32.282676536,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,denormalized,$\mu_4$: AvgEdgePropCount,0.0,2026-05-01 15:32:32.282676536,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,all,$\mu_1$: NodeCount,8.0,2026-05-01 15:32:32.322862591,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,all,$\mu_2$: EdgeCount,8.0,2026-05-01 15:32:32.322862591,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,all,$\mu_3$: AvgNodePropCount,2.0,2026-05-01 15:32:32.322862591,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,all,$\mu_4$: AvgEdgePropCount,0.0,2026-05-01 15:32:32.322862591,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,denormalized,$\mu_1$: NodeCount,3.0,2026-05-01 15:32:32.939139924,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,denormalized,$\mu_2$: EdgeCount,2.0,2026-05-01 15:32:32.939139924,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,denormalized,$\mu_3$: AvgNodePropCount,3.3333333333333335,2026-05-01 15:32:32.939139924,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,denormalized,$\mu_4$: AvgEdgePropCount,0.0,2026-05-01 15:32:32.939139924,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,node-left,$\mu_1$: NodeCount,8.0,2026-05-01 15:32:32.970925545,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,node-left,$\mu_2$: EdgeCount,8.0,2026-05-01 15:32:32.970925545,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,node-left,$\mu_3$: AvgNodePropCount,2.0,2026-05-01 15:32:32.970925545,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,node-left,$\mu_4$: AvgEdgePropCount,0.0,2026-05-01 15:32:32.970925545,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,denormalized,$\mu_1$: NodeCount,3.0,2026-05-01 15:32:37.194076550,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,denormalized,$\mu_2$: EdgeCount,2.0,2026-05-01 15:32:37.194076550,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,denormalized,$\mu_3$: AvgNodePropCount,3.3333333333333335,2026-05-01 15:32:37.194076550,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,denormalized,$\mu_4$: AvgEdgePropCount,0.0,2026-05-01 15:32:37.194076550,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,edge-left,$\mu_1$: NodeCount,3.0,2026-05-01 15:32:37.195102166,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,edge-left,$\mu_2$: EdgeCount,2.0,2026-05-01 15:32:37.195102166,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,edge-left,$\mu_3$: AvgNodePropCount,3.3333333333333335,2026-05-01 15:32:37.195102166,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-2}$,edge-left,$\mu_4$: AvgEdgePropCount,0.0,2026-05-01 15:32:37.195102166,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,denormalized,$\mu_1$: NodeCount,3.0,2026-05-01 15:32:37.848569685,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,denormalized,$\mu_2$: EdgeCount,2.0,2026-05-01 15:32:37.848569685,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,denormalized,$\mu_3$: AvgNodePropCount,3.3333333333333335,2026-05-01 15:32:37.848569685,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,denormalized,$\mu_4$: AvgEdgePropCount,0.0,2026-05-01 15:32:37.848569685,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,all,$\mu_1$: NodeCount,6.0,2026-05-01 15:32:37.866285341,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,all,$\mu_2$: EdgeCount,5.0,2026-05-01 15:32:37.866285341,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,all,$\mu_3$: AvgNodePropCount,2.3333333333333335,2026-05-01 15:32:37.866285341,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,all,$\mu_4$: AvgEdgePropCount,0.0,2026-05-01 15:32:37.866285341,memgraph,all,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,denormalized,$\mu_1$: NodeCount,3.0,2026-05-01 15:32:38.540270092,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,denormalized,$\mu_2$: EdgeCount,2.0,2026-05-01 15:32:38.540270092,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,denormalized,$\mu_3$: AvgNodePropCount,3.3333333333333335,2026-05-01 15:32:38.540270092,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,denormalized,$\mu_4$: AvgEdgePropCount,0.0,2026-05-01 15:32:38.540270092,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,node-left,$\mu_1$: NodeCount,6.0,2026-05-01 15:32:38.573942770,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,node-left,$\mu_2$: EdgeCount,5.0,2026-05-01 15:32:38.573942770,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,node-left,$\mu_3$: AvgNodePropCount,2.3333333333333335,2026-05-01 15:32:38.573942770,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,node-left,$\mu_4$: AvgEdgePropCount,0.0,2026-05-01 15:32:38.573942770,memgraph,node-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,denormalized,$\mu_1$: NodeCount,3.0,2026-05-01 15:32:39.234775110,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,denormalized,$\mu_2$: EdgeCount,2.0,2026-05-01 15:32:39.234775110,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,denormalized,$\mu_3$: AvgNodePropCount,3.3333333333333335,2026-05-01 15:32:39.234775110,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,denormalized,$\mu_4$: AvgEdgePropCount,0.0,2026-05-01 15:32:39.234775110,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,edge-left,$\mu_1$: NodeCount,3.0,2026-05-01 15:32:39.236440755,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,edge-left,$\mu_2$: EdgeCount,2.0,2026-05-01 15:32:39.236440755,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
$S_\text{No-3}$,edge-left,$\mu_3$: AvgNodePropCount,3.3333333333333335,2026-05-01 15:32:39.236440755,memgraph,edge-left,False,c5f8e841-4048-4f60-b88e-e987c1ba4cb4
